"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2017","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","123,214,439",""
"2017","Spain","Passenger","Passengers on board (departures)","Total","Total transport","122,945,525",""
"2017","Spain","Passenger","Passengers carried","Total","Total transport","209,824,089",""
"2017","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","122,854,020",""
"2017","Spain","Passenger","Passengers carried (departures)","Total","Total transport","122,975,994",""
"2017","France","Passenger","Passengers on board","Total","Total transport","154,971,726",""
"2017","France","Passenger","Passengers on board (arrivals)","Total","Total transport","92,345,339",""
"2017","France","Passenger","Passengers on board (departures)","Total","Total transport","92,317,501",""
"2017","France","Passenger","Passengers carried","Total","Total transport","154,096,485",""
"2017","France","Passenger","Passengers carried (arrival)","Total","Total transport","91,716,853",""
"2017","France","Passenger","Passengers carried (departures)","Total","Total transport","91,677,274",""
"2017","Italy","Passenger","Passengers on board","Total","Total transport","144,895,467",""
"2017","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","87,905,053",""
"2017","Italy","Passenger","Passengers on board (departures)","Total","Total transport","87,631,878",""
"2017","Italy","Passenger","Passengers carried","Total","Total transport","144,306,325",""
"2017","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","87,317,012",""
"2017","Italy","Passenger","Passengers carried (departures)","Total","Total transport","87,477,973",""
"2017","Cyprus","Passenger","Passengers on board","Total","Total transport","10,435,377",""
"2017","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","5,226,102",""
"2017","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","5,209,282",""
"2017","Cyprus","Passenger","Passengers carried","Total","Total transport","10,238,913",""
"2017","Cyprus","Passenger","Passengers carried (arrival)","Total","Total transport","5,126,918",""
"2017","Cyprus","Passenger","Passengers carried (departures)","Total","Total transport","5,112,000",""
"2017","Latvia","Passenger","Passengers on board","Total","Total transport","6,097,481",""
"2017","Latvia","Passenger","Passengers on board (arrivals)","Total","Total transport","3,041,589",""
"2017","Latvia","Passenger","Passengers on board (departures)","Total","Total transport","3,055,967",""
"2017","Latvia","Passenger","Passengers carried","Total","Total transport","6,077,854",""
"2017","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","3,041,596",""
"2017","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","3,036,351",""
"2017","Lithuania","Passenger","Passengers on board","Total","Total transport","5,250,493",""
"2017","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","2,623,902",""
"2017","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","2,626,607",""
"2017","Lithuania","Passenger","Passengers carried","Total","Total transport","5,246,101",""
"2017","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","2,621,706",""
"2017","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","2,624,411",""
"2017","Luxembourg","Passenger","Passengers on board","Total","Total transport","3,554,730",""
"2017","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","1,766,909",""
"2017","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","1,787,821",""
"2017","Luxembourg","Passenger","Passengers carried","Total","Total transport","3,554,730",""
"2017","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","1,766,909",""
"2017","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","1,787,821",""
"2017","Hungary","Passenger","Passengers on board","Total","Total transport","13,379,836",""
"2017","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","6,645,211",""
"2017","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","6,734,625",""
"2017","Hungary","Passenger","Passengers carried","Total","Total transport","13,350,029",""
"2017","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","6,630,292",""
"2017","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","6,719,737",""
"2017","Malta","Passenger","Passengers on board","Total","Total transport","6,007,717",""
"2017","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","3,008,609",""
"2017","Malta","Passenger","Passengers on board (departures)","Total","Total transport","2,999,115",""
"2017","Malta","Passenger","Passengers carried","Total","Total transport","6,007,731",""
"2017","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","3,008,609",""
"2017","Malta","Passenger","Passengers carried (departures)","Total","Total transport","2,999,129",""
"2017","Netherlands","Passenger","Passengers on board","Total","Total transport","76,608,203",""
"2017","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","38,269,528",""
"2017","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","38,340,604",""
"2017","Netherlands","Passenger","Passengers carried","Total","Total transport","76,240,304",""
"2017","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","38,084,773",""
"2017","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","38,155,830",""
"2017","Austria","Passenger","Passengers on board","Total","Total transport","28,551,316",""
"2017","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","14,527,895",""
"2017","Austria","Passenger","Passengers on board (departures)","Total","Total transport","14,594,293",""
"2017","Austria","Passenger","Passengers carried","Total","Total transport","28,327,279",""
"2017","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","14,406,150",""
"2017","Austria","Passenger","Passengers carried (departures)","Total","Total transport","14,472,548",""
"2017","Poland","Passenger","Passengers on board","Total","Total transport","37,732,884",""
"2017","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","19,938,322",""
"2017","Poland","Passenger","Passengers on board (departures)","Total","Total transport","19,982,576",""
"2017","Poland","Passenger","Passengers carried","Total","Total transport","37,684,668",""
"2017","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","19,905,444",""
"2017","Poland","Passenger","Passengers carried (departures)","Total","Total transport","19,942,483",""
"2017","Portugal","Passenger","Passengers on board","Total","Total transport","47,431,032",""
"2017","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","26,316,501",""
"2017","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","25,905,112",""
"2017","Portugal","Passenger","Passengers carried","Total","Total transport","47,673,057",""
"2017","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","26,594,828",""
"2017","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","26,147,372",""
"2017","Romania","Passenger","Passengers on board","Total","Total transport","18,008,415",""
"2017","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","9,553,871",""
"2017","Romania","Passenger","Passengers on board (departures)","Total","Total transport","9,690,988",""
"2017","Romania","Passenger","Passengers carried","Total","Total transport","17,934,774",""
"2017","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","9,512,444",""
"2017","Romania","Passenger","Passengers carried (departures)","Total","Total transport","9,649,334",""
"2017","Slovenia","Passenger","Passengers on board","Total","Total transport","1,682,705",""
"2017","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","840,648",""
"2017","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","842,057",""
"2017","Slovenia","Passenger","Passengers carried","Total","Total transport","1,682,133",""
"2017","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","840,076",""
"2017","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","842,057",""
"2017","Slovakia","Passenger","Passengers on board","Total","Total transport","2,434,001",""
"2017","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,218,405",""
"2017","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","1,237,469",""
"2017","Slovakia","Passenger","Passengers carried","Total","Total transport","2,402,651",""
"2017","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","1,208,127",""
"2017","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","1,216,075",""
"2017","Finland","Passenger","Passengers on board","Total","Total transport","20,118,115",""
"2017","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","11,441,379",""
"2017","Finland","Passenger","Passengers on board (departures)","Total","Total transport","11,492,373",""
"2017","Finland","Passenger","Passengers carried","Total","Total transport","20,054,947",""
